Fid,lat,lon,street,region,traffic_date_time,junction_no,vechile_type,no_of_vehicles,Label
10.42.0.1-10.42.0.42-53-1487-17,40.59189231,-73.9274158,ebony court,Brooklyn,2022-08-06T20:53:43.090Z,2,Goods vehicle,29,0
10.42.0.211-23.194.140.226-60510-80-6,40.72138723,-73.94795245,eckford street,Brooklyn,2022-08-06T20:50:04.810Z,2,Pedal cycle,22,1
10.42.0.42-35.185.111.2-44345-443-6,40.65629936,-73.87390445,egan street,Brooklyn,2022-08-06T20:49:25.120Z,2,Car,19,0
10.42.0.1-10.42.0.42-53-50014-17,40.67241735,-73.86355224,eldert lane,Brooklyn,2022-08-06T20:47:22.709Z,2,Goods vehicle ,20,1
172.217.3.99-10.42.0.151-443-48911-6,40.67772809,-73.86485248,eldert lane,Brooklyn,2022-08-06T20:46:36.034Z,2,Car,20,0
10.42.0.151-10.42.0.1-38117-53-17,40.68066026,-73.8657502,eldert lane,Brooklyn,2022-08-06T20:34:48.880Z,1,Bus,26,1
172.217.12.142-10.42.0.211-443-48540-6,40.68448231,-73.86650548,eldert lane,Brooklyn,2022-08-06T20:29:27.730Z,3,Motorcycle ,31,0
10.42.0.211-64.234.192.212-45636-80-6,40.68665999,-73.9131408,eldert street,Brooklyn,2022-08-06T20:26:55.380Z,3,Car,36,1
10.42.0.42-119.146.74.34-58449-80-6,40.69864907,-73.94696013,ellery street,Brooklyn,2022-08-06T20:24:11.340Z,3,Car,44,1
10.42.0.211-104.193.88.109-54960-80-6,40.69946405,-73.93969138,ellery street,Brooklyn,2022-08-06T20:18:10.530Z,3,Car,49,0
10.42.0.211-104.193.88.109-57976-80-6,40.61691948,-73.96266431,elm avenue,Brooklyn,2022-08-06T20:15:40.800Z,3,Car,54,1
10.42.0.211-66.198.24.243-45733-80-6,40.64928674,-73.8810817,elmira loop,Brooklyn,2022-08-06T20:12:35.820Z,1,Goods vehicle,46,0
172.217.8.3-10.42.0.211-443-38104-6,40.62708002,-73.97583351,elmwood avenue,Brooklyn,2022-08-06T20:07:42.380Z,1,Pedal cycle,51,0
172.217.10.234-10.42.0.211-443-47079-6,40.66189558,-73.87801925,elton street,Brooklyn,2022-08-06T20:06:54.120Z,1,Car,51,1
10.42.0.211-36.51.254.232-57886-443-6,40.68273374,-73.88538402,elton street,Brooklyn,2022-08-06T20:05:59.900Z,2,Goods vehicle ,46,1
180.76.157.91-10.42.0.211-80-42189-6,40.67501721,-73.88372357,elton street,Brooklyn,2022-08-06T20:03:42.657Z,2,Car,49,0
10.42.0.211-106.39.162.36-60704-80-6,40.65757559,-73.87490933,elton street,Brooklyn,2022-08-06T20:03:30.412Z,2,Bus,50,1
10.42.0.211-65.52.108.74-40863-443-6,40.65761152,-73.87482498,elton street,Brooklyn,2022-08-06T20:03:12.095Z,2,Motorcycle ,53,0
10.42.0.211-103.7.30.118-46954-80-6,40.66831649,-73.85869789,emerald street,Brooklyn,2022-08-06T20:03:04.770Z,1,Car,47,1
203.130.53.126-10.42.0.211-80-53450-6,40.6970921,-73.96192157,emerson place,Brooklyn,2022-08-06T19:57:27.773Z,1,Car,48,0
222.73.28.96-10.42.0.211-80-38245-6,40.58318227,-73.95343954,emmons avenue,Brooklyn,2022-08-06T19:54:44.130Z,1,Car,43,1
10.42.0.211-10.42.0.1-25250-53-17,40.58438791,-73.93107783,emmons avenue,Brooklyn,2022-08-06T19:53:30.210Z,1,Car,38,0
192.229.173.173-10.42.0.151-80-36247-6,40.58504329,-73.92762831,emmons avenue,Brooklyn,2022-08-06T19:51:10.990Z,2,Taxi,38,0
172.217.10.14-10.42.0.211-80-55561-6,40.58360422,-73.94819546,emmons avenue,Brooklyn,2022-08-06T19:45:33.470Z,2,Car,33,0
10.42.0.151-10.42.0.1-56634-53-17,40.58375025,-73.94823537,emmons avenue,Brooklyn,2022-08-06T19:44:39.790Z,2,Car,32,0
172.217.10.46-10.42.0.42-443-41664-6,40.58398221,-73.93868043,emmons avenue,Brooklyn,2022-08-06T19:40:04.674Z,3,Car,22,0
10.42.0.211-104.119.40.238-44618-443-6,40.58384126,-73.93865548,emmons avenue,Brooklyn,2022-08-06T19:36:43.700Z,3,Car,20,1
10.42.0.151-125.88.193.226-45354-80-6,40.66321641,-73.9621329,empire boulevard,Brooklyn,2022-08-06T19:36:18.170Z,3,Car,16,1
10.42.0.42-119.146.74.34-33089-80-6,40.72138723,-73.94795245,engert avenue,Brooklyn,2022-08-06T19:30:52.054Z,3,Motorcycle ,20,0
10.42.0.211-10.42.0.1-19553-53-17,40.64956957,-73.95482628,erasmus street,Brooklyn,2022-08-06T19:28:52.570Z,1,Lorry,26,0
172.217.10.10-10.42.0.42-443-44283-6,40.63456224,-74.0164755,erik place,Brooklyn,2022-08-06T19:08:26.970Z,2,Car,25,0
10.42.0.211-120.55.89.238-43305-8977-6,40.65178233,-73.86583339,erskine street,Brooklyn,2022-08-06T19:03:07.638Z,2,Bus,31,1
172.217.11.1-10.42.0.211-443-38397-6,40.65936598,-73.8707515,erskine street,Brooklyn,2022-08-06T18:59:34.130Z,1,Motorcycle ,42,1
10.42.0.211-10.42.0.1-60147-53-17,40.65774616,-73.86859983,erskine street,Brooklyn,2022-08-06T18:53:02.589Z,2,Car,45,1
10.42.0.151-10.42.0.1-7467-53-17,40.65290179,-73.86664818,erskine street,Brooklyn,2022-08-06T18:47:20.710Z,2,Bus,48,1
203.205.190.50-10.42.0.211-80-45200-6,40.65281826,-73.86675741,erskine street,Brooklyn,2022-08-06T18:45:30.390Z,2,Car,43,1
10.42.0.211-103.43.91.22-44270-443-6,40.67650884,-73.8823317,essex street,Brooklyn,2022-08-06T18:32:36.899Z,2,Goods vehicle ,47,0
173.194.207.138-10.42.0.211-443-55135-6,40.68300981,-73.88350632,essex street,Brooklyn,2022-08-06T18:24:52.430Z,3,Car,47,1
172.217.3.106-10.42.0.151-443-40714-6,40.66259898,-73.87638891,essex street,Brooklyn,2022-08-06T18:18:45.470Z,3,Car,42,0
10.42.0.42-24.151.60.164-46360-33504-17,40.68499596,-73.8816695,etna street,Brooklyn,2022-08-06T18:14:18.736Z,3,Car,50,0
10.42.0.211-64.71.142.124-32771-80-6,40.68651512,-73.87495225,euclid avenue,Brooklyn,2022-08-06T17:45:11.197Z,1,Motorcycle,43,0
219.142.78.162-10.42.0.211-80-59536-6,40.67668045,-73.87222875,euclid avenue,Brooklyn,2022-08-06T17:40:16.380Z,2,Goods vehicle,50,1
10.42.0.211-72.30.3.43-58235-443-6,40.70306048,-73.980671,evans street,Brooklyn,2022-08-06T17:26:19.230Z,2,Pedal cycle,46,0
172.217.10.98-10.42.0.151-443-46306-6,40.59020855,-73.93000764,everett avenue,Brooklyn,2022-08-06T17:23:56.840Z,2,Car,38,1
217.69.133.148-10.42.0.151-443-41406-6,40.70268285,-73.93395235,evergreen avenue,Brooklyn,2022-08-06T17:21:43.300Z,2,Goods vehicle ,37,0
216.58.219.226-10.42.0.211-443-39021-6,40.5797871,-73.9486894,exeter street,Brooklyn,2022-08-06T17:19:52.355Z,2,Car,36,1
203.130.53.126-10.42.0.42-80-51036-6,40.58000096,-73.94674273,falmouth street,Brooklyn,2022-08-06T17:06:00.620Z,1,Pedal cycle,33,0
172.217.12.170-10.42.0.211-443-45936-6,40.67874552,-73.89887048,fanchon place,Brooklyn,2022-08-06T17:00:22.280Z,2,Car,31,1
172.217.10.142-10.42.0.211-443-33208-6,40.59165243,-73.92778775,fane court,Brooklyn,2022-08-06T16:47:37.070Z,2,Goods vehicle ,24,1
216.58.219.206-10.42.0.211-443-36593-6,40.59037185,-73.92638407,fane ct south,Brooklyn,2022-08-06T16:38:41.293Z,2,Car,24,0
10.42.0.211-10.42.0.1-40311-53-17,40.63541286,-73.95716934,farragut road,Brooklyn,2022-08-06T16:25:22.805Z,2,Bus,18,1
8.0.6.4-8.6.0.1-0-0-0,40.63577496,-73.92244479,farragut road,Brooklyn,2022-08-06T16:21:10.860Z,1,Motorcycle ,20,0
198.11.132.221-10.42.0.211-443-40005-6,40.64955002,-73.89947035,farragut road,Brooklyn,2022-08-06T16:09:31.240Z,2,Car,18,0
10.42.0.151-106.11.92.6-37694-443-6,40.65831404,-73.95665065,fenimore street,Brooklyn,2022-08-06T16:08:22.022Z,2,Car,25,1
172.217.11.46-10.42.0.42-443-50877-6,40.65940673,-73.93910533,fenimore street,Brooklyn,2022-08-06T15:53:08.410Z,2,Car,24,1
172.217.10.227-10.42.0.151-443-57775-6,40.68026091,-74.01440456,ferris street,Brooklyn,2022-08-06T15:46:42.230Z,2,Car,40,0
10.42.0.151-10.42.0.1-7383-53-17,40.60693314,-73.94005919,fillmore avenue,Brooklyn,2022-08-06T15:36:44.940Z,2,Taxi,56,1
10.42.0.211-54.230.49.181-35205-443-6,40.61442699,-73.92740088,fillmore avenue,Brooklyn,2022-08-06T15:34:15.260Z,2,Car,55,0
175.100.207.231-10.42.0.151-80-43596-6,40.68775826,-73.980129,flatbush avenue,Brooklyn,2022-08-06T15:25:09.706Z,2,Car,56,1
172.217.12.170-10.42.0.151-443-44491-6,40.66300617,-73.96232859,flatbush avenue,Brooklyn,2022-08-06T15:21:34.501Z,2,Car,48,0
172.217.11.10-10.42.0.151-443-52850-6,40.61430777,-73.92772686,flatbush avenue,Brooklyn,2022-08-06T15:14:00.626Z,2,Car,54,1
10.42.0.42-106.39.162.36-36380-80-6,40.61222894,-73.92509368,flatbush avenue,Brooklyn,2022-08-06T15:11:06.070Z,2,Car,49,0
10.42.0.211-64.71.142.124-43037-443-6,40.61308249,-73.92594737,flatbush avenue,Brooklyn,2022-08-06T15:07:21.469Z,2,Car,50,0
175.100.207.233-10.42.0.42-80-54267-6,40.61432658,-73.92766497,flatbush avenue,Brooklyn,2022-08-06T15:03:41.740Z,2,Car,54,0
10.42.0.211-108.168.176.210-56377-443-6,40.67310876,-73.96944254,flatbush avenue,Brooklyn,2022-08-06T14:55:38.270Z,3,Car,59,0
203.205.158.62-10.42.0.151-80-43149-6,40.68885539,-73.98096879,flatbush avenue,Brooklyn,2022-08-06T14:52:34.786Z,3,Car,63,0
10.42.0.211-98.139.199.204-36979-443-6,40.68880772,-73.98079752,flatbush avenue,Brooklyn,2022-08-06T14:48:31.750Z,3,Car,57,1
10.42.0.211-10.42.0.1-63249-53-17,40.67239869,-73.96898191,flatbush avenue,Brooklyn,2022-08-06T14:35:10.065Z,3,Car,52,1
180.149.153.68-10.42.0.211-80-44681-6,40.59781516,-73.90938524,flatbush avenue,Brooklyn,2022-08-06T14:33:52.008Z,3,Goods vehicle,50,0
10.42.0.211-66.198.24.224-51864-443-6,40.59786106,-73.90930978,flatbush avenue,Brooklyn,2022-08-06T14:31:57.130Z,3,Pedal cycle,43,0
220.181.150.247-10.42.0.211-443-39877-6,40.60615381,-73.91847661,flatbush avenue,Brooklyn,2022-08-06T14:28:18.930Z,2,Car,44,0
172.217.9.238-10.42.0.211-443-49214-6,40.60606322,-73.91861144,flatbush avenue,Brooklyn,2022-08-06T14:24:53.770Z,2,Goods vehicle ,36,1
10.42.0.211-98.139.199.204-55550-443-6,40.59938174,-73.91105248,flatbush avenue,Brooklyn,2022-08-06T14:18:27.830Z,2,Car,33,1
10.42.0.151-106.39.169.66-43585-80-6,40.69722449,-73.98518151,flatbush avenue extension,Brooklyn,2022-08-06T14:09:14.438Z,2,Bus,30,1
206.126.112.141-10.42.0.42-443-33882-6,40.69729733,-73.98503682,flatbush avenue extension,Brooklyn,2022-08-06T14:07:43.930Z,2,Motorcycle ,24,1
10.42.0.42-52.84.29.154-53131-443-6,40.69820318,-73.98557326,flatbush avenue extension,Brooklyn,2022-08-06T14:02:37.410Z,2,Car,25,1
172.217.12.170-10.42.0.151-443-59007-6,40.69763515,-73.98519254,flatbush avenue extension,Brooklyn,2022-08-06T14:02:35.230Z,2,Car,29,0
172.217.3.104-10.42.0.151-443-34403-6,40.69764162,-73.98538176,flatbush avenue extension,Brooklyn,2022-08-06T13:53:08.480Z,2,Car,30,1
10.42.0.211-52.84.29.55-54713-443-6,40.64396032,-73.88999663,flatlands 3 street,Brooklyn,2022-08-06T13:44:06.434Z,2,Car,35,0
10.42.0.151-52.84.134.65-51818-443-6,40.64342817,-73.88943594,flatlands 4 street,Brooklyn,2022-08-06T13:37:04.756Z,2,Taxi,36,0
10.42.0.211-98.139.225.43-54373-443-6,40.64180956,-73.8846441,flatlands 7 street,Brooklyn,2022-08-06T13:33:18.430Z,2,Car,47,0
10.42.0.151-121.12.98.62-38616-80-6,40.64128565,-73.88405952,flatlands 8 street,Brooklyn,2022-08-06T13:19:33.882Z,2,Car,45,1
10.42.0.211-119.146.74.34-42867-80-6,40.64019696,-73.88284467,flatlands 9 street,Brooklyn,2022-08-06T13:14:15.310Z,2,Car,48,0
172.217.11.14-10.42.0.151-443-60563-6,40.61770503,-73.94079056,flatlands avenue,Brooklyn,2022-08-06T13:13:53.380Z,2,Bus,43,1
10.42.0.211-52.8.115.61-43538-443-6,40.66066306,-73.86576614,flatlands avenue,Brooklyn,2022-08-06T13:06:48.286Z,1,Truck,44,0
172.217.12.174-10.42.0.42-443-58182-6,40.66133498,-73.86126264,flatlands avenue,Brooklyn,2022-08-06T13:05:44.153Z,1,School Bus,44,1
131.253.61.80-10.42.0.151-443-40928-6,40.64666375,-73.89613256,flatlands avenue,Brooklyn,2022-08-06T13:03:30.900Z,1,Goods vehicle,40,0
202.77.129.150-10.42.0.42-80-39293-6,40.64658926,-73.89606356,flatlands avenue,Brooklyn,2022-08-06T12:58:44.210Z,2,Pedal cycle,43,1
172.217.12.170-10.42.0.211-443-44104-6,40.69296343,-73.98176033,fleet place,Brooklyn,2022-08-06T12:57:54.059Z,2,Car,46,1
10.42.0.211-64.71.142.124-42494-80-6,40.69132034,-73.9820636,fleet street,Brooklyn,2022-08-06T12:56:45.280Z,2,Goods vehicle ,44,0
221.204.60.123-10.42.0.211-80-59325-6,40.58949404,-73.92857548,florence avenue,Brooklyn,2022-08-06T12:53:26.380Z,2,Car,47,1
10.42.0.42-103.235.46.212-51900-443-6,40.69814658,-73.97809037,flushing avenue,Brooklyn,2022-08-06T12:47:19.720Z,1,Bus,41,0
239.255.255.250-10.42.0.1-1900-51885-17,40.68086827,-73.86467819,forbell street,Brooklyn,2022-08-06T12:46:08.617Z,2,Motorcycle ,37,0
10.42.0.151-123.59.190.237-58889-80-6,40.66639059,-73.86108172,forbell street,Brooklyn,2022-08-06T12:45:31.074Z,2,Car,38,1
10.42.0.211-106.39.169.66-56649-443-6,40.67408115,-73.86299381,forbell street,Brooklyn,2022-08-06T12:43:51.841Z,2,Car,35,1
10.42.0.211-54.192.36.192-42890-443-6,40.68499596,-73.8816695,force tube avenue,Brooklyn,2022-08-06T12:33:58.520Z,2,Car,27,0
198.11.188.80-10.42.0.211-443-42607-6,40.68229214,-73.87793781,force tube avenue,Brooklyn,2022-08-06T12:33:04.455Z,1,Car,23,1
169.54.33.161-10.42.0.151-443-46557-6,40.60310612,-73.93853993,ford street,Brooklyn,2022-08-06T12:29:08.210Z,1,Goods vehicle,20,0
180.76.147.97-10.42.0.42-80-60516-6,40.58966731,-73.93599755,ford street,Brooklyn,2022-08-06T12:25:31.670Z,2,Pedal cycle,18,1
172.217.10.136-10.42.0.42-443-48975-6,40.66512526,-73.92930826,ford street,Brooklyn,2022-08-06T12:24:33.426Z,2,Car,16,0
203.90.242.126-10.42.0.151-443-33503-6,40.58411327,-73.93494932,ford street,Brooklyn,2022-08-06T12:23:46.880Z,2,Goods vehicle ,16,1
10.42.0.211-64.71.142.120-56768-443-6,40.62842032,-73.97483389,foster avenue,Brooklyn,2022-08-06T12:23:01.390Z,2,Car,19,0
180.149.138.210-10.42.0.151-80-46273-6,40.63606891,-73.92682228,foster avenue,Brooklyn,2022-08-06T12:17:57.630Z,2,Bus,21,0
10.42.0.211-10.42.0.1-20679-53-17,40.6384545,-73.95307843,foster avenue,Brooklyn,2022-08-06T12:15:01.680Z,2,Motorcycle ,26,0
10.42.0.151-106.39.169.66-60130-80-6,40.6456232,-73.9098916,foster avenue,Brooklyn,2022-08-06T12:13:22.170Z,2,Car,31,0
206.126.112.140-10.42.0.151-443-55758-6,40.63627572,-73.92652651,foster avenue,Brooklyn,2022-08-06T12:13:21.110Z,2,Car,31,0
151.101.118.2-10.42.0.151-443-43195-6,40.63611374,-73.9266325,foster avenue,Brooklyn,2022-08-06T12:13:11.356Z,2,Car,30,1
10.42.0.151-10.42.0.1-15579-53-17,40.64456725,-73.91211178,foster avenue,Brooklyn,2022-08-06T12:08:37.830Z,2,Car,29,1
172.217.10.65-10.42.0.151-443-43092-6,40.64447727,-73.91201079,foster avenue,Brooklyn,2022-08-06T11:49:08.810Z,2,Taxi,25,0
10.42.0.211-52.26.15.212-32773-443-6,40.66969643,-74.00059582,halleck street,Brooklyn,2022-08-06T11:48:02.062Z,2,Car,30,0
172.217.9.234-10.42.0.211-443-33594-6,40.67174049,-73.99826745,hamilton avenue bridge,Brooklyn,2022-08-06T11:39:07.840Z,2,Car,27,0
10.42.0.151-52.84.134.158-38847-443-6,40.6668523,-73.99485984,hamilton avenue,Brooklyn,2022-08-06T11:39:07.020Z,2,Car,25,1
172.217.10.3-10.42.0.151-443-36887-6,40.67990322,-73.97912348,gregory place,Brooklyn,2022-08-06T11:03:20.960Z,2,Car,28,1
174.35.73.107-10.42.0.211-80-50107-6,40.69164683,-73.99672789,garden place,Brooklyn,2022-08-06T11:00:50.680Z,3,Car,33,1
10.42.0.151-104.97.95.172-51996-80-6,40.69375951,-73.99533248,grace court alley,Brooklyn,2022-08-06T10:52:36.453Z,3,Motorcycle ,33,1
172.217.10.10-10.42.0.211-443-33543-6,40.69017098,-73.9871013,gallatin place,Brooklyn,2022-08-06T10:50:50.040Z,3,Lorry,32,1
172.217.12.194-10.42.0.211-443-39753-6,40.68890454,-73.98241767,grove place,Brooklyn,2022-08-06T10:44:32.726Z,2,Car,36,0
10.42.0.211-10.42.0.1-2210-53-17,40.70252076,-73.98069801,harrison alley,Brooklyn,2022-08-06T10:35:25.612Z,2,Bus,27,1
10.42.0.211-10.42.0.1-30655-53-17,40.58873205,-73.96046111,gerald court,Brooklyn,2022-08-06T10:33:47.600Z,2,Motorcycle ,28,0
180.163.255.159-10.42.0.211-80-57418-6,40.5832781,-73.96004941,guider avenue,Brooklyn,2022-08-06T10:26:58.650Z,2,Car,26,0
10.42.0.151-31.13.69.195-54239-443-6,40.63301386,-73.95673237,glenwood road,Brooklyn,2022-08-06T10:21:56.260Z,1,Bus,16,0
10.42.0.151-52.94.232.32-35231-443-6,40.68719279,-73.97659412,ft greene place,Brooklyn,2022-08-06T10:13:14.571Z,2,Lorry,18,1
162.208.22.39-10.42.0.211-443-49086-6,40.69611585,-73.96455214,grand avenue,Brooklyn,2022-08-06T09:58:03.660Z,2,Car,13,0
140.205.230.8-10.42.0.211-80-38415-6,40.68923697,-73.95699346,franklin avenue,Brooklyn,2022-08-06T09:48:59.330Z,1,Goods vehicle ,14,1
10.42.0.211-66.198.24.250-35796-443-6,40.72570951,-73.95693143,gem street,Brooklyn,2022-08-06T09:48:11.380Z,2,Car,15,0
203.205.158.60-10.42.0.151-80-45849-6,40.72732585,-73.95717377,franklin street,Brooklyn,2022-08-06T09:42:35.681Z,2,Car,18,1
10.42.0.211-58.215.168.151-60597-80-6,40.59523186,-73.93241422,garland court,Brooklyn,2022-08-06T09:36:11.350Z,3,Car,17,0
172.217.10.99-10.42.0.42-443-35420-6,40.58958774,-73.92584613,gain court,Brooklyn,2022-08-06T09:31:35.362Z,3,Motorcycle,26,1
10.42.0.211-23.15.4.18-57574-80-6,40.6963453,-73.93050095,hart street,Brooklyn,2022-08-06T09:28:55.990Z,3,Goods vehicle,27,1
172.217.6.234-10.42.0.211-443-53614-6,40.70675265,-73.92490849,grattan street,Brooklyn,2022-08-06T09:26:42.518Z,2,Pedal cycle,28,0
10.42.0.211-69.147.64.34-40693-443-6,40.69110782,-73.92295097,goodwin place,Brooklyn,2022-08-06T09:23:13.750Z,2,Car,28,1
172.217.6.227-10.42.0.151-443-52454-6,40.67356461,-73.86477944,grant avenue,Brooklyn,2022-08-06T09:23:09.250Z,2,Goods vehicle ,26,0
180.149.153.234-10.42.0.211-80-52477-6,40.67506716,-73.86515022,grant avenue,Brooklyn,2022-08-06T09:21:25.020Z,2,Car,27,0
10.42.0.211-64.71.142.120-33210-443-6,40.661266,-73.86173135,grant avenue,Brooklyn,2022-08-06T09:21:02.514Z,3,Bus,23,1
151.101.21.63-10.42.0.211-443-48106-6,40.73340226,-73.9410484,greenpoint avenue,Brooklyn,2022-08-06T09:19:37.700Z,3,Motorcycle ,24,1
172.217.11.10-10.42.0.211-443-37236-6,40.70556109,-73.97342575,gee avenue,Brooklyn,2022-08-06T09:02:23.290Z,3,Car,24,0
10.42.0.151-52.86.189.192-53698-443-6,40.6900073,-73.96332296,grand avenue,Brooklyn,2022-08-06T08:57:32.720Z,2,Car,29,1
172.217.10.238-10.42.0.151-443-55739-6,40.67106651,-73.91037292,glenmore avenue,Brooklyn,2022-08-06T08:46:43.580Z,2,Car,34,0
10.42.0.211-10.42.0.1-27914-53-17,40.70006145,-73.94966697,gerry street,Brooklyn,2022-08-06T08:46:32.540Z,2,Car,36,1
10.42.0.151-98.139.180.180-45069-443-6,40.6116594,-74.02971645,gowanus expressway,Brooklyn,2022-08-06T08:19:52.790Z,2,Taxi,31,0
172.217.10.110-10.42.0.151-443-59237-6,40.64485618,-74.01745835,gowanus expressway,Brooklyn,2022-08-06T08:17:24.896Z,2,Car,27,1
10.42.0.211-66.198.24.243-47351-80-6,40.64491545,-74.01754436,gowanus expressway,Brooklyn,2022-08-06T07:53:07.530Z,2,Car,30,0
10.42.0.211-10.42.0.1-45656-53-17,40.61248594,-74.02892618,gowanus expressway,Brooklyn,2022-08-06T07:30:51.930Z,2,Car,27,0
172.217.7.195-10.42.0.211-443-51735-6,40.61245805,-74.02894813,gowanus expressway,Brooklyn,2022-08-06T07:29:26.641Z,2,Car,25,0
182.22.24.124-10.42.0.42-443-38543-6,40.61210479,-74.02923687,gowanus expressway,Brooklyn,2022-08-06T07:22:07.458Z,2,Car,19,0
10.42.0.151-103.235.46.39-57329-80-6,40.6116594,-74.02971645,gowanus expressway,Brooklyn,2022-08-06T07:06:34.130Z,2,Car,15,0
172.217.10.42-10.42.0.151-443-53401-6,40.61248594,-74.02892618,gowanus expressway,Brooklyn,2022-08-06T07:03:37.633Z,2,Car,15,1
172.233.128.50-10.42.0.211-80-41283-6,40.67883537,-73.91713339,fulton street,Brooklyn,2022-08-06T06:59:14.157Z,2,Car,16,1
10.42.0.211-103.235.46.39-45084-80-6,40.67923051,-73.92933886,fulton street,Brooklyn,2022-08-06T06:57:14.942Z,2,Car,20,0
172.217.12.174-10.42.0.151-443-44508-6,40.67950166,-73.92883652,fulton street,Brooklyn,2022-08-06T06:50:20.290Z,2,Car,23,0
10.42.0.211-88.212.201.194-47044-443-6,40.69205722,-74.0000194,furman street,Brooklyn,2022-08-06T06:49:41.630Z,2,Car,24,0
10.42.0.151-10.42.0.1-8525-53-17,40.61058165,-74.03309541,ft hamilton parkway,Brooklyn,2022-08-06T06:42:03.820Z,2,Goods vehicle,41,1
10.42.0.211-10.42.0.1-18163-53-17,40.61245805,-74.02894813,gowanus expressway,Brooklyn,2022-08-06T06:41:14.770Z,2,Pedal cycle,61,1
10.42.0.211-31.13.71.1-56380-443-6,40.61210479,-74.02923687,gowanus expressway,Brooklyn,2022-08-06T06:39:28.760Z,2,Car,60,1
175.100.207.231-10.42.0.151-443-45970-6,40.6919047,-74.00019185,furman street,Brooklyn,2022-08-06T06:39:00.940Z,2,Goods vehicle ,61,1
10.42.0.42-23.194.140.226-54700-80-6,40.73494135,-73.94992628,freeman street,Brooklyn,2022-08-06T06:30:31.510Z,2,Car,49,1
10.42.0.211-23.194.110.7-33238-443-6,40.67950274,-73.89976451,gillen place,Brooklyn,2022-08-06T06:21:58.362Z,2,Bus,54,0
10.42.0.151-106.11.14.99-38702-443-6,40.67239869,-73.96898191,grand army plaza oval,Brooklyn,2022-08-06T06:18:58.087Z,2,Motorcycle ,56,1
198.105.244.11-10.42.0.211-80-40091-6,40.67265547,-73.97040878,grand army plaza oval,Brooklyn,2022-08-06T06:14:03.610Z,2,Car,54,0
151.101.1.140-10.42.0.211-443-34099-6,40.69397521,-73.9964563,grace court,Brooklyn,2022-08-06T06:13:49.310Z,2,Car,55,0
10.42.0.211-61.155.222.80-55879-80-6,40.67385656,-73.97065624,grand army plaza oval,Brooklyn,2022-08-06T06:11:10.310Z,2,Car,53,0
10.42.0.42-125.39.133.40-32922-80-6,40.71987362,-73.93588652,frost street,Brooklyn,2022-08-06T06:09:01.642Z,1,Car,54,1
184.169.166.225-10.42.0.211-443-35228-6,40.61123553,-74.03037332,gowanus expressway,Brooklyn,2022-08-06T06:04:56.740Z,2,Taxi,52,0
219.142.78.217-10.42.0.42-80-51539-6,40.61123553,-74.03037332,gowanus expressway,Brooklyn,2022-08-06T06:02:57.780Z,2,Car,44,1
10.42.0.211-10.42.0.1-53949-53-17,40.6913752,-73.92535046,greene avenue,Brooklyn,2022-08-06T06:02:55.600Z,2,Car,45,0
10.42.0.151-74.125.22.113-49176-443-6,40.70101963,-73.94236383,graham avenue,Brooklyn,2022-08-06T05:59:17.290Z,2,Car,40,1
10.42.0.211-54.225.208.80-53336-443-6,40.70116193,-73.94222543,graham avenue,Brooklyn,2022-08-06T05:50:03.180Z,2,Bus,40,0
10.42.0.211-106.11.14.99-38128-443-6,40.6352756,-73.92280489,glenwood road,Brooklyn,2022-08-06T05:46:48.410Z,2,Truck,36,1
10.42.0.151-52.70.125.189-40737-443-6,40.63556878,-73.92283573,glenwood road,Brooklyn,2022-08-06T05:38:03.930Z,1,School Bus,29,1
217.69.133.148-10.42.0.211-443-56484-6,40.67697326,-73.89894368,georgia avenue,Brooklyn,2022-08-06T05:36:44.080Z,2,Goods vehicle,24,0
205.204.101.196-10.42.0.211-443-47713-6,40.64225831,-73.91577858,foster avenue,Brooklyn,2022-08-06T05:36:00.309Z,2,Pedal cycle,22,1
182.22.67.70-10.42.0.211-443-44721-6,40.6434824,-73.91458315,foster avenue,Brooklyn,2022-08-06T05:35:19.790Z,2,Car,17,0
10.42.0.211-47.88.68.21-44326-443-6,40.67825601,-73.87610016,fountain avenue,Brooklyn,2022-08-06T05:32:25.205Z,2,Goods vehicle ,22,0
10.42.0.42-121.12.98.62-52166-80-6,40.66202262,-73.86836801,fountain avenue,Brooklyn,2022-08-06T05:30:16.165Z,4,Car,24,1
209.85.232.188-10.42.0.42-5228-51475-6,40.66366211,-73.86949541,fountain avenue,Brooklyn,2022-08-06T05:27:10.590Z,4,Bus,29,1
172.217.7.227-10.42.0.211-443-45825-6,40.6636269,-73.86960553,fountain avenue,Brooklyn,2022-08-06T05:22:19.500Z,4,Motorcycle ,32,0
10.42.0.211-123.125.29.220-55785-80-6,40.66037499,-73.86705146,fountain avenue,Brooklyn,2022-08-06T05:18:15.370Z,4,Car,47,1
172.217.12.163-10.42.0.42-80-56149-6,40.66035887,-73.86715495,fountain avenue,Brooklyn,2022-08-06T05:16:32.860Z,2,Car,49,0
10.42.0.211-104.192.108.27-33311-80-6,40.65546381,-73.86278789,fountain avenue,Brooklyn,2022-08-06T05:12:22.480Z,2,Car,55,1
